faa,name,lon,lat,tzone
MCI,Kansas City Intl,-94.713905,39.297606,America/Chicago
MCK,McCook Regional Airport,-100.592222,40.206389,America/Chicago
MCL,McKinley National Park Airport,-148.91129,63.732757,America/Anchorage
MCN,Middle Georgia Rgnl,-83.649211,32.69285,America/New_York
MCO,Orlando Intl,-81.308994,28.429394,America/New_York
MCW,Mason City Municipal,-93.4067,43.2247,America/Chicago
MDT,Harrisburg Intl,-76.763403,40.193494,America/New_York
MDW,Chicago Midway Intl,-87.752417,41.785972,America/Chicago
ME5,Banks Airport,-68.4281667,44.1653889,America/New_York
MEI,Key Field,-88.751868,32.332624,America/Chicago
MEM,Memphis Intl,-89.976667,35.042417,America/Chicago
MER,Castle,-120.568189,37.380481,America/Los_Angeles
MFD,Mansfield Lahm Regional,-82.5166389,40.8214167,America/New_York
MFE,Mc Allen Miller Intl,-98.238611,26.175833,America/Chicago
MFI,Marshfield Municipal Airport,-90.1893267,44.6368797,America/Chicago
MFR,Rogue Valley Intl Medford,-122.8735,42.374228,America/Los_Angeles
MGC,Michigan City Municipal Airport,-86.8211,41.7033,America/Chicago
MGE,Dobbins Arb,-84.516319,33.915382,America/New_York
MGJ,Orange County Airport,-74.2646444,41.5099884,America/New_York
MGM,Montgomery Regional Airport,-86.3939722,32.3006389,America/Chicago
MGR,Moultrie Municipal Airport,-83.80325,31.0849167,America/New_York
MGW,Morgantown Muni Walter L Bill Hart Fld,-79.916314,39.642908,America/New_York
MGY,Dayton-Wright Brothers Airport,-84.2248611,39.5889722,America/New_York
MHK,Manhattan Reigonal,-96.670833,39.140972,America/Chicago
MHM,Minchumina Airport,-152.301944,63.886111,America/Anchorage
MHR,Sacramento Mather,-121.297592,38.553897,America/Los_Angeles
MHT,Manchester Regional Airport,-71.435667,42.932556,America/New_York
MHV,Mojave,-118.151856,35.059364,America/Los_Angeles
MIA,Miami Intl,-80.290556,25.79325,America/New_York
MIB,Minot Afb,-101.357661,48.415572,America/Chicago
MIC,Crystal Airport,-93.2114,45.0343,America/Chicago
MIE,Delaware County Airport,-85.39575,40.2424722,America/New_York
MIV,Millville Muni,-75.072222,39.367806,America/New_York
MKC,Downtown,-94.598889,39.1275,America/Chicago
MKE,General Mitchell Intl,-87.896583,42.947222,America/Chicago
MKG,Muskegon County Airport,-86.2382,43.1695,America/New_York
MKK,Molokai,-157.096256,21.152886,Pacific/Honolulu
MKL,Mc Kellar Sipes Rgnl,-88.915611,35.599889,America/Chicago
MKO,Davis Fld,-95.366656,35.656489,America/Chicago
MLB,Melbourne Intl,-80.645258,28.102753,America/New_York
MLC,Mc Alester Rgnl,-95.783463,34.882403,America/Chicago
MLD,Malad City,-112.289,42.17,America/Denver
MLI,Quad City Intl,-90.507539,41.448528,America/Chicago
MLJ,Baldwin County Airport,-83.2414139,33.154225,America/New_York
MLL,Marshall Don Hunter Sr. Airport,-162.026111,61.8646418,America/Anchorage
MLS,Frank Wiley Field,-105.886,46.428,America/Denver
MLT,Millinocket Muni,-68.685561,45.647836,America/New_York
MLU,Monroe Rgnl,-92.037689,32.510864,America/Chicago
MLY,Manley Hot Springs Airport,-150.644167,64.9975,America/Anchorage
MMH,Mammoth Yosemite Airport,-118.837772,37.624049,America/Los_Angeles
MMI,McMinn Co,-84.56177,35.39919,America/New_York
MMU,Morristown Municipal Airport,-74.4148747,40.79935,America/New_York
MMV,Mc Minnville Muni,-123.135944,45.194444,America/Los_Angeles
MNM,Menominee Marinette Twin Co,-87.638443,45.12665,America/Chicago
MNT,Minto Airport,-149.37,65.143611,America/Anchorage
MNZ,Manassas,-77.515556,38.721389,America/New_York
MOB,Mobile Rgnl,-88.242814,30.691231,America/Chicago
MOD,Modesto City Co Harry Sham,-120.954422,37.625817,America/Los_Angeles
MOT,Minot Intl,-101.280333,48.259378,America/Chicago
MOU,Mountain Village Airport,-163.682,62.0954,America/Anchorage
MPB,Miami Seaplane Base,-80.1703,25.7783,America/New_York
MPI,MariposaYosemite,-120.0222,37.3039,America/Los_Angeles
MPV,Edward F Knapp State,-72.562328,44.203503,America/New_York
MQB,Macomb Municipal Airport,-90.6523889,40.5200833,America/Chicago
MQI,Dare County Regional,-75.4173,35.5514,America/New_York
MQT,Sawyer International Airport,-87.395278,46.353611,America/New_York
MRB,Eastern WV Regional Airport,-77.591,39.2407,America/New_York
MRI,Merrill Fld,-149.844447,61.213544,America/Anchorage
MRK,Marco Islands,-81.6725278,25.9950278,America/New_York
MRN,Foothills Regional Airport,-81.6115119,35.8202336,America/New_York
MRY,Monterey Peninsula,-121.842944,36.587,America/Los_Angeles
MSL,Northwest Alabama Regional Airport,-87.6102,34.7453,America/Chicago
MSN,Dane Co Rgnl Truax Fld,-89.337514,43.139858,America/Chicago
MSO,Missoula Intl,-114.090556,46.916306,America/Denver
MSP,Minneapolis St Paul Intl,-93.221767,44.881956,America/Chicago
MSS,Massena Intl Richards Fld,-74.845547,44.935833,America/New_York
MSY,Louis Armstrong New Orleans Intl,-90.258028,29.993389,America/Chicago
MTC,Selfridge Angb,-82.8355,42.608333,America/New_York
MTH,Florida Keys Marathon Airport,-81.051389,24.726111,America/New_York
MTJ,Montrose Regional Airport,-107.894242,38.509794,America/Denver
MTM,Metlakatla Seaplane Base,-131.578056,55.131111,America/Anchorage
MTN,Martin State,-76.4137778,39.3256667,America/New_York
MUE,Waimea Kohala,-155.668108,20.001328,Pacific/Honolulu
MUI,Muir Aaf,-76.569411,40.434811,America/New_York
MUO,Mountain Home Afb,-115.872431,43.043603,America/Denver
MVL,Morrisville Stowe State Airport,-72.614,44.535,America/New_York
MVY,Martha\\'s Vineyard,-70.615278,41.391667,America/New_York
MWA,Williamson Country Regional Airport,-89.0110936,37.7549569,America/Chicago
MWC,Lawrence J Timmerman Airport,-88.0344167,43.1103889,America/Chicago
MWH,Grant Co Intl,-119.32019,47.207708,America/Los_Angeles
MWL,Mineral Wells,-98.060175,32.781606,America/Chicago
MWM,Windom Municipal Airport,-95.1094083,43.9134017,America/Chicago
MXF,Maxwell Afb,-86.365778,32.382944,America/Chicago
MXY,McCarthy Airport,-142.90307372,61.4370608,America/Anchorage
MYF,Montgomery Field,117.759,32.4759,Asia/Chongqing
MYL,McCall Municipal Airport,-116.101389,44.889722,America/Denver
MYR,Myrtle Beach Intl,-78.928333,33.67975,America/New_York
MYU,Mekoryuk Airport,-166.271,60.3714,America/Anchorage
MYV,Yuba County Airport,-121.3411,39.0553,America/Los_Angeles
MZJ,Pinal Airpark,-111.325278,32.509722,America/Phoenix
N53,Stroudsburg-Pocono Airport,-75.1606789,41.0358717,America/New_York
N69,Stormville Airport,-73.7323514,41.5769708,America/New_York
N87,Trenton-Robbinsville Airport,-74.6017778,40.2139444,America/New_York
NBG,New Orleans Nas Jrb,-90.035,29.825333,America/Chicago
NBU,Naval Air Station,-87.8225,42.090556,America/Chicago
NCN,Chenega Bay Airport,-147.991944,60.077222,America/Anchorage
NEL,Lakehurst Naes,-74.353333,40.033333,America/New_York
NEW,Lakefront,-90.02825,30.0424167,America/Chicago
NFL,Fallon Nas,-118.70098,39.416584,America/Los_Angeles
NGF,Kaneohe Bay Mcaf,-157.768,21.450453,Pacific/Honolulu
NGP,Corpus Christi NAS,-97.290376,27.692701,America/Chicago
NGU,Norfolk Ns,-76.289289,36.937644,America/New_York
NGZ,"NAS Alameda",-122.3186,37.7861,America/Los_Angeles
NHK,Patuxent River Nas,-76.411781,38.285981,America/New_York
NIB,Nikolai Airport,-154.383889,63.010833,America/Anchorage
NID,China Lake Naws,-117.692039,35.685422,America/Los_Angeles
NIP,Jacksonville Nas,-81.680556,30.235834,America/New_York
NJK,El Centro Naf,-115.671667,32.829222,America/Los_Angeles
NKT,Cherry Point Mcas,-76.880733,34.900872,America/New_York
NKX,Miramar Mcas,-117.14175,32.867694,America/Los_Angeles
NLC,Lemoore Nas,-119.95208,36.333012,America/Los_Angeles
NLG,Nelson Lagoon,-161.160278,56.0075,America/Anchorage
NME,Nightmute Airport,-164.700833,60.471111,America/Anchorage
NMM,Meridian Nas,-88.555557,32.552083,America/Chicago
NNL,Nondalton Airport,-154.851667,59.966944,America/Anchorage
NOW,Port Angeles Cgas,-123.414075,48.141481,America/Los_Angeles
NPA,Pensacola Nas,-87.318647,30.352656,America/Chicago
NPZ,Porter County Municipal Airport,-87.0070833,41.4539722,America/Chicago
NQA,Millington Rgnl Jetport,-89.870278,35.356667,America/Chicago
NQI,Kingsville Nas,-97.809723,27.507223,America/Chicago
NQX,Key West Nas,-81.688889,24.575834,America/New_York
NSE,Whiting Fld Nas North,-87.021944,30.724167,America/Chicago
NTD,Point Mugu Nas,-119.12094,34.120285,America/Los_Angeles
NTU,Oceana Nas,-76.033542,36.820703,America/New_York
NUI,Nuiqsut Airport,-151.005556,70.21,America/Anchorage
NUL,Nulato Airport,-158.074167,64.729444,America/Anchorage
NUP,Nunapitchuk Airport,-162.439167,60.905833,America/Anchorage
NUQ,Moffett Federal Afld,-122.049139,37.416142,America/Los_Angeles
NUW,Whidbey Island Nas,-122.655906,48.351803,America/Los_Angeles
NXP,Twentynine Palms Eaf,-116.162203,34.296161,America/Los_Angeles
NXX,Willow Grove Nas Jrb,-75.148167,40.199833,America/New_York
NY9,Long Lake,-74.42044,43.9750617,America/New_York
NYC,All Airports,-74.005833,40.714167,America/New_York
NYG,Quantico Mcaf,-77.305333,38.501683,America/New_York
NZC,Cecil Field,-81.8767,30.2187,America/New_York
NZJ,El Toro,-117.731164,33.676132,America/Los_Angeles
NZY,North Island Nas,-117.21531,32.699219,America/Los_Angeles
O03,Morgantown Airport,-75.8704892,40.1570414,America/New_York
O27,Oakdale Airport,-120.8001944,37.7563333,America/Los_Angeles
OAJ,Albert J Ellis,-77.612139,34.829164,America/New_York
OAK,Metropolitan Oakland Intl,-122.220722,37.721278,America/Los_Angeles
OAR,Marina Muni,-121.762347,36.681878,America/Los_Angeles
OBE,County,-80.851111,27.265833,America/New_York
OBU,Kobuk Airport,-156.897222,66.912222,America/Anchorage
OCA,Key Largo,-80.274775,25.325393,America/New_York
OCF,International Airport,-82.224167,29.1725,America/New_York
OEB,Branch County Memorial Airport,-85.0522935,41.9335691,America/New_York
OFF,Offutt Afb,-95.912511,41.118332,America/Chicago
OGG,Kahului,-156.430458,20.89865,Pacific/Honolulu
OGS,Ogdensburg Intl,-75.4655,44.681854,America/New_York
OJC,Johnson County Airport,-94.4415,38.5051,America/Chicago
OKC,Will Rogers World,-97.600733,35.393089,America/Chicago
OLF,LM Clayton Airport,-105.575,48.094444,America/Denver
OLH,Old Harbor Airport,-153.269722,57.218056,America/Anchorage
OLM,Olympia Regional Airpor,-122.90254470000001,46.9694044,America/Los_Angeles
OLS,Nogales Intl,-110.84789,31.417722,America/Phoenix
OLT,San Diego Old Town Transit Center,-117.1995,32.7552,America/Los_Angeles
OLV,Olive Branch Muni,-89.783333,34.876944,America/Chicago
OMA,Eppley Afld,-95.894069,41.303167,America/Chicago
OME,Nome,-165.445247,64.512203,America/Anchorage
OMN,Ormond Beach municipal Airport,-81.06497,29.1804,America/New_York
ONH,Oneonta Municipal Airport,-75.064444,42.524722,America/New_York
ONP,Newport Municipal Airport,-124.057917,44.580361,America/Los_Angeles
ONT,Ontario Intl,-117.601194,34.056,America/Los_Angeles
OOK,Toksook Bay Airport,-165.087222,60.541389,America/Anchorage
OPF,Opa Locka,-80.278389,25.907,America/New_York
OQN,Brandywine Airport,-75.3455,39.5924,America/New_York
OQU,Quonset State Airport,-71.4121389,41.5971389,America/New_York
ORD,Chicago Ohare Intl,-87.904842,41.978603,America/Chicago
ORF,Norfolk Intl,-76.201222,36.894611,America/New_York
ORH,Worcester Regional Airport,-71.8757,42.2673,America/New_York
ORI,Port Lions Airport,-152.846111,57.885278,America/Anchorage
ORL,Executive,-81.332936,28.545464,America/New_York
ORT,Northway,-141.929136,62.961334,America/Anchorage
ORV,Robert Curtis Memorial Airport,-161.022222,66.8175,America/Anchorage
OSC,Oscoda Wurtsmith,-83.394053,44.451558,America/New_York
OSH,Wittman Regional Airport,-88.551336,44.024983,America/Chicago
OSU,Ohio State University Airport,-83.073,40.0798,America/New_York
OTH,Southwest Oregon Regional Airport,-124.246,43.4171,America/Los_Angeles
OTS,Anacortes Airport,-122.6625,48.498889,America/Los_Angeles
OTZ,Ralph Wien Mem,-162.59855,66.884678,America/Anchorage
OWB,Owensboro Daviess County Airport,-87.1668,37.7401,America/Chicago
OWD,Norwood Memorial Airport,-71.1729444,42.1905278,America/New_York
OXC,Waterbury-Oxford Airport,-73.13525,41.4785556,America/New_York
OXD,Miami University Airport,-84.7843814,39.5022607,America/New_York
OXR,Oxnard - Ventura County,-119.207222,34.200833,America/Los_Angeles
OZA,Ozona Muni,-101.202972,30.735281,America/Chicago
P08,Coolidge Municipal Airport,-111.427001953125,32.9359016418457,America/Phoenix
P52,Cottonwood Airport,-112.035003662109,34.7299995422363,America/Phoenix
PAE,Snohomish Co,-122.281564,47.906342,America/Los_Angeles
PAH,Barkley Regional Airport,-88.7729583,37.0602875,America/Chicago
PAM,Tyndall Afb,-85.575417,30.069567,America/Chicago
PAO,Palo Alto Airport of Santa Clara County,-122.1150556,37.4611111,America/Los_Angeles
PAQ,Palmer Muni,-149.088711,61.594914,America/Anchorage
PBF,Grider Fld,-91.935597,34.173142,America/Chicago
PBG,Plattsburgh Intl,-73.468139,44.650944,America/New_York
PBI,Palm Beach Intl,-80.095589,26.683161,America/New_York
PBV,St George,-169.661611,56.578344,America/Anchorage
PBX,Pike County Airport - Hatcher Field,-82.5663889,37.5617639,America/New_York
PCW,Erie-Ottawa Regional Airport,-82.8694868,41.5162703,America/New_York
PCZ,Waupaca Municipal Airport,-89.0197778,44.33325,America/Chicago
PDB,Pedro Bay Airport,-154.1325,59.782222,America/Anchorage
PDK,Dekalb-Peachtree Airport,-84.3019722,33.8756111,America/New_York
PDT,Eastern Oregon Regional Airport,-118.841389,45.695,America/Los_Angeles
PDX,Portland Intl,-122.5975,45.588722,America/Los_Angeles
PEC,Pelican Seaplane Base,-136.236389,57.955278,America/Anchorage
PEQ,Pecos Municipal Airport,-103.5107222,31.3823889,America/Chicago
PFN,Panama City Bay Co Intl,-85.682806,30.212083,America/Chicago
PGA,Page Municipal Airport,-111.4483,36.9261,America/Phoenix
PGD,Charlotte County-Punta Gorda Airport,-81.990556,26.919722,America/New_York
PGV,Pitt-Greenville Airport,-77.385278,35.635278,America/New_York
PHD,Harry Clever Field Airport,-81.4199444,40.4701667,America/New_York
PHF,Newport News Williamsburg Intl,-76.492989,37.131894,America/New_York
PHK,Pahokee Airport,-80.692,26.789,America/New_York
PHL,Philadelphia Intl,-75.241139,39.871944,America/New_York
PHN,St Clair Co Intl,-82.528862,42.910957,America/New_York
PHO,Point Hope Airport,-166.799,68.3488,America/Anchorage
PHX,Phoenix Sky Harbor Intl,-112.011583,33.434278,America/Phoenix
PIA,Peoria Regional,-89.693258,40.664203,America/Chicago
PIB,Hattiesburg Laurel Regional Airport,-89.3371,31.4671,America/Chicago
PIE,St Petersburg Clearwater Intl,-82.687389,27.910167,America/New_York
PIH,Pocatello Regional Airport,-112.596,42.9098,America/Denver
PIM,Harris County Airport,-84.8824444,32.8406944,America/New_York
PIP,Pilot Point Airport,-157.571944,57.585393,America/Anchorage
PIR,Pierre Regional Airport,-100.286,44.3827,America/Chicago
PIT,Pittsburgh Intl,-80.232872,40.491467,America/New_York
PIZ,Point Lay Lrrs,-163.005342,69.732875,America/Anchorage
PKB,Mid-Ohio Valley Regional Airport,-81.4392031,39.3451039,America/New_York
PLN,Pellston Regional Airport of Emmet County Airport,-84.7967,45.5709,America/New_York
PMB,Pembina Muni,-97.240833,48.942501,America/Chicago
PMD,Palmdale Rgnl Usaf Plt 42,-118.08456,34.629391,America/Los_Angeles
PML,Port Moller Airport,-160.560833,56.006111,America/Anchorage
PMP,Pompano Beach Airpark,-80.1110556,26.2471389,America/New_York
PNC,Ponca City Rgnl,-97.099781,36.731958,America/Chicago
PNE,Northeast Philadelphia,-75.010586,40.081944,America/New_York
PNM,Princeton Muni,-93.608217,45.559868,America/Chicago
PNS,Pensacola Rgnl,-87.186611,30.473425,America/Chicago
POB,Pope Field,-79.014472,35.170883,America/New_York
POC,Brackett Field,-117.7817778,34.0916667,America/Los_Angeles
POE,Polk Aaf,-93.191667,31.044833,America/Chicago
POF,Poplar Bluff Municipal Airport,-90.3248611,36.77394444,America/Chicago
PPC,Prospect Creek Airport,-150.643611,66.814167,America/Anchorage
PPV,Port Protection Seaplane Base,-133.61,56.328889,America/Anchorage
PQI,Northern Maine Rgnl At Presque Isle,-68.044797,46.688958,America/New_York
PQS,Pilot Station Airport,-162.899444,61.934444,America/Anchorage
PRC,Ernest A Love Fld,-112.419583,34.654472,America/Phoenix
PRL,Port Oceanic Airport,-147.8194444,60.2083333,America/Anchorage
PSC,Tri Cities Airport,-119.119,46.2647,America/Los_Angeles
PSG,Petersburg James A. Johnson,-132.945278,56.801667,America/Anchorage
PSM,Pease International Tradeport,-70.8233,43.0779,America/New_York
PSP,Palm Springs Intl,-116.506694,33.829667,America/Los_Angeles
PSX,Palacios Muni,-96.250958,28.727508,America/Chicago
PTA,Port Alsworth Airport,-154.306586,60.208281,America/Anchorage
PTB,Dinwiddie County Airport,-77.507388,37.18375,America/New_York
PTH,Port Heiden Airport,-158.633,56.9591,America/Anchorage
PTK,Oakland Co. Intl,-83.35,42.667,America/New_York
PTU,Platinum,-161.819664,59.011356,America/Anchorage
PUB,Pueblo Memorial,-104.496572,38.289085,America/Denver
PUC,Carbon County Regional-Buck Davis Field,-110.75278,39.609722,America/Denver
PUW,Pullman-Moscow Rgnl,-117.109583,46.743861,America/Los_Angeles
PVC,Provincetown Muni,-70.22139,42.071945,America/New_York
PVD,Theodore Francis Green State,-71.420383,41.732581,America/New_York
PVU,Provo Municipal Airport,-111.72222222,40.21805555,America/Denver
PWK,Chicago Executive,-87.9015376,42.1142897,America/Chicago
PWM,Portland Intl Jetport,-70.309281,43.646161,America/New_York
PWT,Bremerton National,-122.764814,47.490244,America/Los_Angeles
PYM,Plymouth Municipal Airport,-70.7287778,41.9090278,America/New_York
PYP,Centre-Piedmont-Cherokee County Regional Airport,-85.6100833,34.0899167,America/Chicago
R49,Ferry County Airport,-118.6564714,48.7182058,America/Los_Angeles
RAC,John H. Batten Airport,-87.8152,42.7605,America/Chicago
RAL,Riverside Muni,-117.445103,33.951875,America/Los_Angeles
RAP,Rapid City Regional Airport,-103.057222,44.045278,America/Denver
RBD,Dallas Executive Airport,-96.868333,32.680833,America/Chicago
RBK,French Valley Airport,-117.1284732,33.5741791,America/Los_Angeles
RBM,Robinson Aaf,-92.300153,34.850089,America/Chicago
RBN,Fort Jefferson,-82.86667,24.61667,America/New_York
RBY,Ruby Airport,-155.47,64.7272,America/Anchorage
RCA,Ellsworth Afb,-103.103567,44.145042,America/Denver
RCE,Roche Harbor Seaplane Base,-123.159722,48.608056,America/Los_Angeles
RCZ,Richmond County Airport,-79.7596111,34.8913056,America/New_York
RDD,Redding Muni,-122.293389,40.509,America/Los_Angeles
RDG,Reading Regional Carl A Spaatz Field,-75.9652,40.3785,America/New_York
RDM,Roberts Fld,-121.149964,44.254066,America/Los_Angeles
RDR,Grand Forks Afb,-97.401194,47.961098,America/Chicago
RDU,Raleigh Durham Intl,-78.787472,35.877639,America/New_York
RDV,Red Devil Airport,-157.350278,61.788056,America/Anchorage
REI,Redlands Municipal Airport,-117.146388,34.08525,America/Los_Angeles
RFD,Chicago Rockford International Airport,-89.0972222,42.1953611,America/Chicago
RHI,Rhinelander Oneida County Airport,-89.4675,45.6312,America/Chicago
RIC,Richmond Intl,-77.319667,37.505167,America/New_York
RID,Richmond Municipal Airport,-84.8427175,39.7561006,America/New_York
RIF,Richfield Minicipal Airport,-112.0989444,38.7364361,America/Denver
RIL,Garfield County Regional Airport,-107.7269444,39.5263056,America/Denver
RIR,Flabob Airport,-117.409971,33.988778,America/Los_Angeles
RIU,Rancho Murieta,-121.102778,38.486778,America/Los_Angeles
RIV,March Arb,-117.259453,33.880711,America/Los_Angeles
RIW,Riverton Regional,-108.459722,43.064167,America/Denver
RKD,Knox County Regional Airport,-69.0992303,44.0601111,America/New_York
RKH,Rock Hill York Co Bryant Airport,-81.0572,34.9878,America/New_York
RKP,Aransas County Airport,-97.0436944,28.0862222,America/Chicago
RKS,Rock Springs Sweetwater County Airport,-109.065,41.5942,America/Denver
RME,Griffiss Afld,-75.407033,43.2338,America/New_York
RMG,Richard B Russell Airport,-85.1586667,34.3507778,America/New_York
RMP,Rampart Airport,-150.140833,65.507778,America/Anchorage
RMY,Brooks Field Airport,-84.9554443,42.2511932,America/New_York
RND,Randolph Afb,-98.2789,29.529675,America/Chicago
RNM,Ramona Airport,-116.91525,33.0391667,America/Los_Angeles
RNO,Reno Tahoe Intl,-119.768108,39.499108,America/Los_Angeles
RNT,Renton,-122.21575,47.4931389,America/Los_Angeles
ROA,Roanoke Regional,-79.975417,37.325472,America/New_York
ROC,Greater Rochester Intl,-77.672389,43.118866,America/New_York
ROW,Roswell Intl Air Center,-104.530556,33.301556,America/Denver
RSH,Russian Mission Airport,-161.319444,61.775,America/Anchorage
RSJ,Rosario Seaplane Base,-122.868056,48.645556,America/Los_Angeles
RST,Rochester,-92.500014,43.908283,America/Chicago
RSW,Southwest Florida Intl,-81.755167,26.536167,America/New_York
RUT,Rutland State Airport,-72.9496,43.5294,America/New_York
RVS,Richard Lloyd Jones Jr Airport,-95.9846389,36.0396111,America/Chicago
RWI,Rocky Mount Wilson Regional Airport,-77.8919,35.8563,America/New_York
RWL,Rawlins Municipal Airport-Harvey Field,-107.19994,41.8055975,America/Denver
RYY,Cobb County Airport-Mc Collum Field,-84.5970556,34.0131569,America/New_York
S30,Lebanon State,-122.5577,44.3179,America/Los_Angeles
S40,Prosser,-119.4773,46.128,America/Los_Angeles
S46,Port O\\'Connor Airfield,-96.442859,28.429977,America/Chicago
SAA,Shively Field Airport,-106.8235264,41.4448594,America/Denver
SAC,Sacramento Executive,-121.49347,38.512524,America/Los_Angeles
SAD,Safford Regional Airport,-109.6350833,32.8533333,America/Phoenix
SAF,Santa Fe Muni,-106.089422,35.617108,America/Denver
SAN,San Diego Intl,-117.189667,32.733556,America/Los_Angeles
SAT,San Antonio Intl,-98.469778,29.533694,America/Chicago
SAV,Savannah Hilton Head Intl,-81.202139,32.127583,America/New_York
SBA,Santa Barbara Muni,-119.840372,34.426211,America/Los_Angeles
SBD,San Bernardino International Airport,-117.2348722,34.0953521,America/Los_Angeles
SBM,Sheboygan County Memorial Airport,-87.851402,43.7696,America/Chicago
SBN,South Bend Rgnl,-86.31725,41.708661,America/New_York
SBO,Emanuel Co,-82.369944,32.609139,America/New_York
SBP,San Luis County Regional Airport,-120.642,35.2368,America/Los_Angeles
SBS,Steamboat Springs Airport-Bob Adams Field,-106.8663056,40.51625,America/Denver
SBY,Salisbury Ocean City Wicomico Rgnl,-75.510289,38.340525,America/New_York
SCC,Deadhorse,-148.465167,70.19475,America/Anchorage
SCE,University Park Airport,-77.848694,40.849278,America/New_York
SCH,Stratton ANGB - Schenectady County Airpor,-73.928866666,42.85245555,America/New_York
SCK,Stockton Metropolitan,-121.238306,37.894167,America/Los_Angeles
SCM,Scammon Bay Airport,-165.571389,61.845278,America/Anchorage
SDC,Williamson-Sodus Airport,-77.119444,43.2347904,America/New_York
SDF,Louisville International Airport,-85.7364989,38.1740858,America/New_York
SDM,Brown Field Municipal Airport,-116.9801611,32.5722722,America/Los_Angeles
SDP,Sand Point Airport,-160.523,55.315,America/Anchorage
SDX,Sedona,-111.788472,34.848628,America/Phoenix
SDY,Sidney-Richland Municipal Airport,-104.1925,47.706944,America/Denver
SEA,Seattle Tacoma Intl,-122.309306,47.449,America/Los_Angeles
SEE,Gillespie,-116.9724444,32.8262222,America/Los_Angeles
SEF,Regional - Hendricks AAF,-81.342222,27.456389,America/New_York
SEM,Craig Fld,-86.987803,32.343947,America/Chicago
SES,Selfield Airport,-86.9522,32.4404,America/Chicago
SFB,Orlando Sanford Intl,-81.237489,28.777639,America/New_York
SFF,Felts Fld,-117.322558,47.682819,America/Los_Angeles
SFM,Sanford Regional,-70.708,43.39383,America/New_York
SFO,San Francisco Intl,-122.374889,37.618972,America/Los_Angeles
SFZ,North Central State,-71.491381,41.920764,America/New_York
SGF,Springfield Branson Natl,-93.388639,37.245667,America/Chicago
SGH,Springfield-Beckly Municipal Airport,-83.8401667,39.8402778,America/New_York
SGJ,St. Augustine Airport,-81.3397222,29.95925,America/New_York
SGR,Sugar Land Regional Airport,-95.6565278,29.62225,America/Chicago
SGU,St George Muni,-113.593056,37.090583,America/Denver
SGY,Skagway Airport,-135.316,59.4601,America/Anchorage
SHD,Shenandoah Valley Regional Airport,-78.896389,38.263889,America/New_York
SHG,Shungnak Airport,-157.1625,66.888056,America/Anchorage
SHH,Shishmaref Airport,-166.089,66.2496,America/Anchorage
SHR,Sheridan County Airport,-106.98,44.7692,America/Denver
SHV,Shreveport Rgnl,-93.8256,32.446629,America/Chicago
SHX,Shageluk Airport,-159.569167,62.692222,America/Anchorage
SIK,Sikeston Memorial Municipal,-89.56175,36.8988889,America/Chicago
SIT,Sitka Rocky Gutierrez,-135.361611,57.047138,America/Anchorage
SJC,Norman Y Mineta San Jose Intl,-121.929022,37.3626,America/Los_Angeles
SJT,San Angelo Rgnl Mathis Fld,-100.496306,31.35775,America/Chicago
SKA,Fairchild Afb,-117.655772,47.615058,America/Los_Angeles
SKF,Lackland Afb Kelly Fld Annex,-98.581108,29.384228,America/Chicago
SKK,Shaktoolik Airport,-161.223889,64.371111,America/Anchorage
SKY,Griffing Sandusky,-82.652333,41.433361,America/New_York
SLC,Salt Lake City Intl,-111.977772,40.788389,America/Denver
SLE,McNary Field,-123.003,44.9095,America/Los_Angeles
SLK,Adirondack Regional Airport,-74.2062,44.3853,America/New_York
SLN,Salina Municipal Airport,-97.6522,38.791,America/Chicago
SLQ,Sleetmute Airport,-157.165833,61.700566,America/Anchorage
SMD,Smith Fld,-85.152778,41.143353,America/New_York
SME,Lake Cumberland Regional Airport,-84.615556,37.053611,America/New_York
SMF,Sacramento Intl,-121.590778,38.695417,America/Los_Angeles
SMK,St. Michael Airport,-162.110278,63.49,America/Anchorage
SMN,Lemhi County Airport,-113.881389,45.123889,America/Denver
SMO,Santa Monica Municipal Airport,-118.4513056,34.0158333,America/Los_Angeles
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,-120.457,34.8989,America/Los_Angeles
SNA,John Wayne Arpt Orange Co,-117.868222,33.675667,America/Los_Angeles
SNP,St Paul Island,-170.220444,57.167333,America/Anchorage
SNY,Sidney Muni Airport,-102.985,41.10167,America/Denver
SOP,Moore County Airport,-79.3887958,35.2376111,America/New_York
SOW,Show Low Regional Airport,-110.005556,34.265556,America/Phoenix
SPB,Scappoose Industrial Airpark,-122.861833,45.771028,America/Los_Angeles
SPF,Black Hills Airport-Clyde Ice Field,-103.7860053,44.4811407,America/Denver
SPG,Albert Whitted,-82.626972,27.765111,America/New_York
SPI,Abraham Lincoln Capital,-89.677889,39.8441,America/Chicago
SPS,Sheppard Afb Wichita Falls Muni,-98.491894,33.988797,America/Chicago
SPW,Spencer Muni,-95.202805,43.165527,America/Chicago
SPZ,Silver Springs Airport,-119.2511944,39.4030278,America/Los_Angeles
SQL,San Carlos Airport,-122.249444,37.511944,America/Los_Angeles
SRQ,Sarasota Bradenton Intl,-82.554389,27.395444,America/New_York
SRR,Sierra Blanca Regional Airport,-105.534751,33.46285,America/Denver
SRV,Stony River 2 Airport,-156.591111,61.7875,America/Anchorage
SSC,Shaw Afb,-80.470564,33.972719,America/New_York
