major	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Mass Media	"1,089,096"	"1,170,489"	"1,237,961"	"1,298,163"	"1,335,626"	"1,364,484"	"1,401,778"	"1,433,491"	"1,463,779"	"1,490,933"	"1,511,887"	"1,529,552"	"1,549,342"	"1,571,746"	"1,594,212"	"1,612,114"	"1,636,396"	"1,651,218"	"1,663,378"	"1,683,932"	"1,704,060"	"1,717,861"	"1,732,937"	"1,748,941"	"1,765,470"	"1,781,726"	"1,799,078"	"1,821,143"	"1,836,477"	"1,850,264"	"1,863,257"	"1,875,682"	"1,892,866"	"1,910,550"	"1,925,295"	"1,944,712"	"1,964,129"	"1,983,712"	"2,002,327"	"2,017,209"	"2,038,940"	"2,052,966"	"2,066,901"	"2,079,616"	"2,097,927"	"2,113,300"	"2,129,035"	"2,140,066"	"2,155,594"	"2,172,617"	"2,188,907"	"2,203,195"	"2,222,712"	"2,238,176"	"2,254,381"	"2,271,550"	"2,294,090"	"2,309,457"	"2,329,388"	"2,344,545"	"2,369,374"	"2,387,187"	"2,410,893"	"2,431,160"	"2,452,316"	"2,476,246"	"2,493,207"	"2,516,120"	"2,540,561"	"2,563,941"	"2,590,602"	"2,617,038"	"2,642,205"	"2,669,201"	"2,695,934"	"2,726,186"	"2,749,774"	"2,786,776"	"2,817,305"	"2,841,863"	"2,877,844"	"2,920,578"	"2,963,328"	"2,995,872"	"3,035,777"	"3,093,672"	"3,136,867"	"3,184,247"	"3,245,254"	"3,303,199"	"3,381,551"	"3,472,955"	"3,563,675"	"3,632,131"	"3,744,586"	"3,871,141"	"4,050,759"	"4,259,381"	"4,799,929"
Mathematics and Statistics	"1,458,095"	"1,579,813"	"1,698,458"	"1,777,576"	"1,828,505"	"1,869,378"	"1,914,420"	"1,949,647"	"1,991,794"	"2,022,239"	"2,056,458"	"2,099,359"	"2,130,848"	"2,152,096"	"2,177,159"	"2,206,032"	"2,229,960"	"2,251,944"	"2,280,722"	"2,304,817"	"2,323,561"	"2,344,551"	"2,371,611"	"2,389,686"	"2,418,497"	"2,439,966"	"2,461,870"	"2,477,803"	"2,495,331"	"2,524,498"	"2,544,012"	"2,567,023"	"2,589,940"	"2,612,801"	"2,628,838"	"2,646,147"	"2,668,731"	"2,685,773"	"2,708,337"	"2,728,059"	"2,751,533"	"2,768,961"	"2,790,925"	"2,815,539"	"2,838,774"	"2,858,240"	"2,880,775"	"2,907,805"	"2,926,634"	"2,952,435"	"2,975,566"	"2,997,693"	"3,029,505"	"3,052,250"	"3,071,664"	"3,092,820"	"3,115,265"	"3,134,233"	"3,157,482"	"3,175,782"	"3,202,055"	"3,221,081"	"3,251,314"	"3,271,154"	"3,294,578"	"3,320,818"	"3,353,087"	"3,382,595"	"3,408,802"	"3,428,527"	"3,460,994"	"3,487,822"	"3,531,827"	"3,563,351"	"3,598,286"	"3,628,660"	"3,669,727"	"3,710,787"	"3,756,234"	"3,793,755"	"3,835,103"	"3,882,719"	"3,941,880"	"3,986,570"	"4,052,276"	"4,107,034"	"4,171,198"	"4,252,718"	"4,367,025"	"4,460,864"	"4,538,622"	"4,640,078"	"4,768,181"	"4,883,802"	"5,068,892"	"5,223,641"	"5,502,748"	"5,771,544"	"6,429,335"
Mechanical Engineering	"1,870,065"	"1,968,075"	"2,063,995"	"2,127,950"	"2,187,410"	"2,232,286"	"2,279,839"	"2,310,924"	"2,358,171"	"2,392,439"	"2,424,455"	"2,449,839"	"2,475,941"	"2,514,774"	"2,547,682"	"2,578,055"	"2,597,667"	"2,619,991"	"2,643,332"	"2,668,532"	"2,691,725"	"2,717,166"	"2,735,604"	"2,752,173"	"2,773,785"	"2,789,627"	"2,815,777"	"2,836,838"	"2,858,943"	"2,877,915"	"2,898,114"	"2,921,405"	"2,942,177"	"2,959,203"	"2,973,332"	"2,993,546"	"3,011,639"	"3,036,608"	"3,052,641"	"3,079,779"	"3,100,418"	"3,120,710"	"3,136,905"	"3,155,907"	"3,175,043"	"3,192,411"	"3,209,829"	"3,225,550"	"3,240,444"	"3,257,110"	"3,273,594"	"3,300,540"	"3,319,741"	"3,342,896"	"3,364,562"	"3,383,708"	"3,400,647"	"3,421,802"	"3,441,375"	"3,461,966"	"3,476,713"	"3,499,600"	"3,519,573"	"3,540,143"	"3,565,068"	"3,580,377"	"3,604,461"	"3,627,672"	"3,654,293"	"3,674,038"	"3,707,280"	"3,736,270"	"3,764,070"	"3,800,690"	"3,831,721"	"3,860,742"	"3,894,349"	"3,931,648"	"3,963,168"	"3,999,700"	"4,041,016"	"4,078,802"	"4,117,525"	"4,184,789"	"4,221,368"	"4,285,336"	"4,344,554"	"4,406,004"	"4,468,431"	"4,544,192"	"4,606,480"	"4,672,057"	"4,783,602"	"4,883,965"	"5,005,148"	"5,129,002"	"5,296,835"	"5,468,586"	"5,896,275"
Medical Technologies	"1,580,904"	"1,657,137"	"1,729,899"	"1,778,262"	"1,830,965"	"1,867,988"	"1,908,189"	"1,936,121"	"1,958,635"	"1,981,941"	"2,007,903"	"2,028,818"	"2,056,863"	"2,080,807"	"2,103,750"	"2,122,894"	"2,144,338"	"2,164,003"	"2,185,552"	"2,199,982"	"2,218,153"	"2,233,320"	"2,245,822"	"2,263,596"	"2,282,769"	"2,301,004"	"2,317,710"	"2,332,554"	"2,348,506"	"2,365,889"	"2,383,054"	"2,395,568"	"2,412,936"	"2,429,841"	"2,452,978"	"2,469,057"	"2,482,998"	"2,496,917"	"2,513,700"	"2,528,835"	"2,546,533"	"2,560,946"	"2,578,557"	"2,596,158"	"2,612,076"	"2,628,724"	"2,647,755"	"2,662,131"	"2,682,551"	"2,697,203"	"2,715,701"	"2,730,228"	"2,749,934"	"2,765,916"	"2,783,130"	"2,801,127"	"2,815,351"	"2,832,291"	"2,848,621"	"2,865,186"	"2,886,224"	"2,902,458"	"2,926,833"	"2,946,828"	"2,965,803"	"2,982,969"	"3,001,642"	"3,025,600"	"3,046,672"	"3,067,118"	"3,083,993"	"3,102,747"	"3,134,567"	"3,159,007"	"3,192,429"	"3,218,792"	"3,242,797"	"3,271,405"	"3,292,178"	"3,321,168"	"3,356,382"	"3,387,510"	"3,421,188"	"3,445,481"	"3,475,981"	"3,512,023"	"3,551,308"	"3,598,648"	"3,636,898"	"3,709,613"	"3,768,121"	"3,834,786"	"3,922,841"	"4,016,345"	"4,102,852"	"4,218,432"	"4,375,627"	"4,583,106"	"4,911,004"
Music	"859,248"	"951,635"	"1,008,421"	"1,049,409"	"1,070,834"	"1,095,026"	"1,121,692"	"1,142,433"	"1,167,644"	"1,188,748"	"1,206,900"	"1,232,875"	"1,249,048"	"1,270,376"	"1,288,776"	"1,307,105"	"1,321,331"	"1,335,597"	"1,351,346"	"1,366,028"	"1,379,168"	"1,392,172"	"1,410,031"	"1,421,178"	"1,437,519"	"1,450,686"	"1,467,970"	"1,480,737"	"1,492,623"	"1,504,359"	"1,516,245"	"1,530,731"	"1,545,044"	"1,560,140"	"1,576,779"	"1,592,106"	"1,606,111"	"1,621,186"	"1,635,609"	"1,652,889"	"1,667,493"	"1,681,784"	"1,693,707"	"1,708,660"	"1,721,837"	"1,733,721"	"1,744,533"	"1,755,158"	"1,767,126"	"1,781,540"	"1,794,465"	"1,808,964"	"1,822,599"	"1,832,565"	"1,848,116"	"1,871,576"	"1,891,318"	"1,912,296"	"1,926,066"	"1,944,277"	"1,962,955"	"1,976,520"	"1,992,074"	"2,012,896"	"2,032,909"	"2,054,126"	"2,073,367"	"2,092,558"	"2,108,382"	"2,130,261"	"2,149,121"	"2,175,320"	"2,198,975"	"2,225,136"	"2,244,005"	"2,268,176"	"2,291,769"	"2,324,433"	"2,352,868"	"2,381,101"	"2,402,467"	"2,438,259"	"2,469,553"	"2,499,239"	"2,537,181"	"2,572,958"	"2,607,802"	"2,654,749"	"2,707,318"	"2,766,907"	"2,821,581"	"2,897,836"	"2,995,758"	"3,113,326"	"3,208,179"	"3,315,083"	"3,497,668"	"3,751,470"	"4,121,591"
Natural Resources Management	"1,192,284"	"1,278,898"	"1,331,279"	"1,367,771"	"1,397,778"	"1,431,820"	"1,456,701"	"1,474,802"	"1,501,554"	"1,518,935"	"1,538,937"	"1,556,410"	"1,583,533"	"1,598,695"	"1,614,414"	"1,630,690"	"1,650,488"	"1,663,257"	"1,677,212"	"1,694,143"	"1,709,514"	"1,722,473"	"1,738,182"	"1,748,833"	"1,766,038"	"1,777,397"	"1,787,946"	"1,804,036"	"1,816,630"	"1,826,288"	"1,838,812"	"1,848,831"	"1,861,615"	"1,874,392"	"1,886,265"	"1,900,781"	"1,913,023"	"1,927,763"	"1,939,903"	"1,953,123"	"1,966,576"	"1,978,554"	"1,989,627"	"2,004,241"	"2,014,432"	"2,030,174"	"2,044,208"	"2,061,837"	"2,070,572"	"2,082,330"	"2,095,975"	"2,109,143"	"2,123,529"	"2,137,295"	"2,151,739"	"2,168,637"	"2,186,177"	"2,198,605"	"2,213,997"	"2,228,876"	"2,244,502"	"2,253,857"	"2,269,254"	"2,285,225"	"2,300,221"	"2,324,342"	"2,342,479"	"2,363,219"	"2,383,944"	"2,402,881"	"2,415,934"	"2,434,806"	"2,456,720"	"2,478,715"	"2,495,807"	"2,519,330"	"2,546,605"	"2,566,841"	"2,589,286"	"2,612,841"	"2,642,188"	"2,666,032"	"2,694,247"	"2,721,270"	"2,745,475"	"2,776,840"	"2,813,773"	"2,868,979"	"2,901,406"	"2,962,409"	"3,006,479"	"3,037,934"	"3,104,052"	"3,180,632"	"3,256,658"	"3,348,408"	"3,488,279"	"3,739,129"	"4,047,618"
Number of Records	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nursing	"1,848,973"	"1,936,817"	"2,006,161"	"2,052,737"	"2,117,018"	"2,166,147"	"2,200,700"	"2,228,009"	"2,253,818"	"2,283,354"	"2,313,377"	"2,342,693"	"2,369,847"	"2,391,055"	"2,416,375"	"2,434,390"	"2,454,407"	"2,477,230"	"2,494,721"	"2,517,641"	"2,533,153"	"2,553,052"	"2,573,103"	"2,590,332"	"2,605,257"	"2,622,018"	"2,641,265"	"2,662,792"	"2,685,994"	"2,707,876"	"2,721,048"	"2,740,152"	"2,758,669"	"2,775,377"	"2,792,375"	"2,809,747"	"2,827,851"	"2,843,657"	"2,856,969"	"2,876,053"	"2,894,183"	"2,912,819"	"2,929,163"	"2,944,998"	"2,962,225"	"2,982,411"	"3,000,194"	"3,014,281"	"3,033,386"	"3,049,110"	"3,066,250"	"3,090,124"	"3,107,035"	"3,127,605"	"3,148,171"	"3,167,592"	"3,183,770"	"3,199,538"	"3,220,302"	"3,239,853"	"3,264,264"	"3,282,607"	"3,304,100"	"3,330,407"	"3,349,594"	"3,367,187"	"3,398,135"	"3,429,677"	"3,446,675"	"3,470,429"	"3,485,830"	"3,515,912"	"3,537,854"	"3,558,588"	"3,585,168"	"3,614,955"	"3,647,475"	"3,675,860"	"3,701,906"	"3,729,869"	"3,760,407"	"3,788,083"	"3,837,169"	"3,871,610"	"3,900,113"	"3,949,526"	"3,997,737"	"4,050,328"	"4,095,271"	"4,156,936"	"4,234,464"	"4,314,035"	"4,404,797"	"4,506,477"	"4,655,867"	"4,768,901"	"4,929,521"	"5,156,195"	"5,480,758"
Philosophy and Religious Studies	"1,017,473"	"1,110,396"	"1,172,326"	"1,210,454"	"1,251,692"	"1,286,485"	"1,327,781"	"1,356,042"	"1,377,677"	"1,394,393"	"1,415,036"	"1,443,229"	"1,464,923"	"1,488,771"	"1,510,437"	"1,530,368"	"1,543,864"	"1,562,438"	"1,579,607"	"1,592,319"	"1,611,308"	"1,628,292"	"1,643,183"	"1,664,497"	"1,683,006"	"1,698,531"	"1,713,332"	"1,728,226"	"1,741,028"	"1,752,889"	"1,765,858"	"1,781,821"	"1,799,118"	"1,814,138"	"1,828,890"	"1,839,844"	"1,860,647"	"1,873,214"	"1,886,655"	"1,905,405"	"1,922,342"	"1,937,295"	"1,949,123"	"1,969,035"	"1,986,184"	"2,000,930"	"2,015,169"	"2,031,782"	"2,047,022"	"2,058,236"	"2,075,123"	"2,088,554"	"2,100,973"	"2,119,203"	"2,139,252"	"2,157,419"	"2,182,437"	"2,197,934"	"2,215,369"	"2,235,480"	"2,253,945"	"2,270,456"	"2,287,894"	"2,307,444"	"2,324,490"	"2,343,540"	"2,359,017"	"2,378,035"	"2,401,506"	"2,424,718"	"2,444,139"	"2,460,120"	"2,481,069"	"2,503,403"	"2,531,516"	"2,560,650"	"2,596,254"	"2,622,054"	"2,652,620"	"2,676,779"	"2,708,985"	"2,743,599"	"2,780,518"	"2,814,477"	"2,862,767"	"2,899,901"	"2,941,786"	"3,002,755"	"3,068,933"	"3,122,414"	"3,173,927"	"3,239,026"	"3,338,650"	"3,444,127"	"3,564,753"	"3,685,701"	"3,807,808"	"4,150,261"	"4,624,621"
Physical Fitness/Parks and Recreation	"1,084,653"	"1,158,662"	"1,207,476"	"1,241,304"	"1,271,409"	"1,299,297"	"1,326,742"	"1,349,993"	"1,377,404"	"1,398,196"	"1,425,280"	"1,445,456"	"1,461,167"	"1,484,425"	"1,507,380"	"1,527,337"	"1,538,685"	"1,558,258"	"1,573,526"	"1,586,894"	"1,604,152"	"1,615,669"	"1,628,890"	"1,641,951"	"1,661,962"	"1,675,232"	"1,688,376"	"1,700,997"	"1,718,023"	"1,730,270"	"1,739,256"	"1,757,153"	"1,769,036"	"1,784,018"	"1,796,917"	"1,808,787"	"1,818,389"	"1,832,113"	"1,842,284"	"1,855,414"	"1,869,205"	"1,881,318"	"1,892,425"	"1,912,566"	"1,927,038"	"1,939,158"	"1,948,275"	"1,960,053"	"1,974,145"	"1,987,023"	"2,000,922"	"2,013,395"	"2,033,928"	"2,051,556"	"2,064,244"	"2,079,553"	"2,097,638"	"2,109,889"	"2,127,781"	"2,141,963"	"2,159,722"	"2,177,052"	"2,196,911"	"2,211,552"	"2,230,406"	"2,249,529"	"2,270,526"	"2,301,569"	"2,320,563"	"2,342,032"	"2,363,242"	"2,386,746"	"2,409,805"	"2,433,911"	"2,453,011"	"2,475,497"	"2,500,903"	"2,526,904"	"2,547,409"	"2,570,335"	"2,594,253"	"2,620,908"	"2,644,673"	"2,671,327"	"2,721,156"	"2,766,411"	"2,805,342"	"2,840,095"	"2,892,308"	"2,937,909"	"2,997,818"	"3,065,786"	"3,135,767"	"3,247,924"	"3,369,949"	"3,479,286"	"3,623,149"	"3,823,003"	"4,297,644"
Physical Sciences (not chem/physics)	"1,300,709"	"1,410,998"	"1,486,162"	"1,544,186"	"1,579,812"	"1,611,570"	"1,644,176"	"1,675,084"	"1,705,513"	"1,730,915"	"1,756,602"	"1,777,422"	"1,802,175"	"1,816,813"	"1,834,206"	"1,856,318"	"1,879,739"	"1,898,309"	"1,913,939"	"1,928,451"	"1,947,107"	"1,968,584"	"1,985,988"	"2,006,409"	"2,022,696"	"2,036,801"	"2,055,332"	"2,067,635"	"2,086,106"	"2,106,941"	"2,125,525"	"2,142,894"	"2,159,984"	"2,176,542"	"2,190,936"	"2,203,244"	"2,220,179"	"2,236,218"	"2,253,691"	"2,266,236"	"2,283,468"	"2,300,385"	"2,319,627"	"2,336,062"	"2,347,882"	"2,367,955"	"2,389,429"	"2,400,049"	"2,414,585"	"2,436,294"	"2,457,134"	"2,475,167"	"2,492,162"	"2,511,766"	"2,531,697"	"2,549,719"	"2,567,139"	"2,582,622"	"2,600,969"	"2,628,424"	"2,643,291"	"2,661,794"	"2,680,252"	"2,700,026"	"2,719,287"	"2,740,835"	"2,756,773"	"2,778,423"	"2,806,592"	"2,829,695"	"2,854,160"	"2,878,515"	"2,901,043"	"2,921,095"	"2,949,259"	"2,977,688"	"3,000,793"	"3,026,637"	"3,060,824"	"3,102,344"	"3,126,906"	"3,169,958"	"3,206,908"	"3,245,941"	"3,292,044"	"3,331,077"	"3,368,990"	"3,416,230"	"3,461,908"	"3,508,218"	"3,575,301"	"3,640,726"	"3,716,602"	"3,829,718"	"3,962,142"	"4,118,874"	"4,259,733"	"4,523,205"	"4,830,814"
Physics	"1,421,037"	"1,559,484"	"1,620,442"	"1,682,277"	"1,731,659"	"1,770,217"	"1,805,758"	"1,849,925"	"1,886,021"	"1,921,446"	"1,954,191"	"1,988,044"	"2,018,728"	"2,045,115"	"2,077,154"	"2,097,893"	"2,125,344"	"2,146,474"	"2,169,775"	"2,184,493"	"2,203,726"	"2,223,600"	"2,245,372"	"2,269,672"	"2,285,743"	"2,309,042"	"2,327,550"	"2,342,364"	"2,357,354"	"2,381,101"	"2,400,534"	"2,420,034"	"2,442,762"	"2,457,808"	"2,478,206"	"2,494,532"	"2,519,253"	"2,540,388"	"2,558,468"	"2,582,634"	"2,598,903"	"2,614,757"	"2,643,371"	"2,668,190"	"2,689,156"	"2,711,352"	"2,729,446"	"2,746,741"	"2,766,531"	"2,790,108"	"2,813,080"	"2,832,778"	"2,853,789"	"2,878,778"	"2,902,188"	"2,922,820"	"2,947,300"	"2,968,778"	"2,994,203"	"3,021,106"	"3,043,089"	"3,067,454"	"3,090,021"	"3,106,687"	"3,135,708"	"3,156,776"	"3,185,032"	"3,209,107"	"3,243,264"	"3,268,595"	"3,300,308"	"3,332,160"	"3,369,265"	"3,397,084"	"3,428,121"	"3,473,981"	"3,505,155"	"3,546,966"	"3,590,730"	"3,629,743"	"3,680,139"	"3,722,619"	"3,766,942"	"3,811,721"	"3,861,695"	"3,923,887"	"3,984,851"	"4,024,708"	"4,088,940"	"4,181,800"	"4,266,055"	"4,348,391"	"4,452,211"	"4,585,154"	"4,703,305"	"4,862,898"	"5,062,706"	"5,312,728"	"5,920,524"
Plant Science	"1,104,142"	"1,205,614"	"1,253,577"	"1,298,386"	"1,330,395"	"1,356,920"	"1,388,837"	"1,411,705"	"1,439,190"	"1,461,003"	"1,482,138"	"1,497,906"	"1,515,265"	"1,532,863"	"1,551,540"	"1,569,632"	"1,585,217"	"1,598,563"	"1,620,144"	"1,634,327"	"1,646,683"	"1,658,903"	"1,668,745"	"1,679,594"	"1,693,146"	"1,706,328"	"1,718,294"	"1,730,439"	"1,743,249"	"1,755,162"	"1,764,490"	"1,779,242"	"1,789,574"	"1,802,789"	"1,815,452"	"1,828,157"	"1,841,855"	"1,853,328"	"1,864,577"	"1,878,856"	"1,889,389"	"1,904,280"	"1,916,221"	"1,930,299"	"1,939,133"	"1,952,608"	"1,966,711"	"1,984,357"	"1,992,472"	"2,004,465"	"2,016,539"	"2,031,600"	"2,046,182"	"2,061,273"	"2,081,393"	"2,099,031"	"2,115,039"	"2,134,736"	"2,149,002"	"2,164,209"	"2,179,870"	"2,196,862"	"2,211,071"	"2,228,453"	"2,250,999"	"2,270,328"	"2,289,352"	"2,302,032"	"2,316,116"	"2,335,488"	"2,352,223"	"2,377,136"	"2,391,676"	"2,417,064"	"2,437,260"	"2,454,528"	"2,482,476"	"2,502,114"	"2,526,603"	"2,553,179"	"2,579,519"	"2,609,616"	"2,638,941"	"2,662,392"	"2,695,638"	"2,721,849"	"2,750,343"	"2,787,754"	"2,829,175"	"2,869,243"	"2,924,122"	"2,983,945"	"3,037,065"	"3,113,447"	"3,209,999"	"3,316,652"	"3,446,874"	"3,621,075"	"3,884,372"
Political Science	"1,385,411"	"1,500,436"	"1,577,738"	"1,650,836"	"1,694,178"	"1,739,082"	"1,764,655"	"1,795,704"	"1,838,400"	"1,867,116"	"1,891,109"	"1,924,987"	"1,955,739"	"1,991,827"	"2,026,388"	"2,047,771"	"2,069,326"	"2,092,813"	"2,115,456"	"2,139,079"	"2,155,540"	"2,179,331"	"2,202,460"	"2,222,810"	"2,248,474"	"2,264,979"	"2,278,645"	"2,294,964"	"2,311,443"	"2,329,186"	"2,349,116"	"2,367,362"	"2,392,215"	"2,409,867"	"2,431,392"	"2,446,788"	"2,463,654"	"2,482,527"	"2,499,811"	"2,520,724"	"2,545,246"	"2,567,095"	"2,588,875"	"2,612,670"	"2,628,923"	"2,652,741"	"2,674,951"	"2,690,937"	"2,708,305"	"2,728,787"	"2,745,132"	"2,761,082"	"2,786,897"	"2,806,521"	"2,822,362"	"2,841,817"	"2,858,576"	"2,878,147"	"2,910,049"	"2,938,951"	"2,958,211"	"2,981,615"	"3,010,466"	"3,031,538"	"3,054,136"	"3,080,710"	"3,113,056"	"3,138,901"	"3,161,443"	"3,191,964"	"3,218,405"	"3,246,919"	"3,279,935"	"3,318,849"	"3,350,060"	"3,382,437"	"3,422,368"	"3,459,264"	"3,509,086"	"3,550,117"	"3,592,399"	"3,636,351"	"3,680,354"	"3,725,888"	"3,770,297"	"3,834,550"	"3,879,270"	"3,949,958"	"4,022,281"	"4,114,950"	"4,197,257"	"4,277,431"	"4,388,911"	"4,484,002"	"4,628,073"	"4,776,784"	"5,101,333"	"5,378,448"	"5,729,380"
Psychology	"1,113,859"	"1,195,730"	"1,257,941"	"1,324,267"	"1,364,038"	"1,401,252"	"1,438,940"	"1,468,642"	"1,492,921"	"1,516,168"	"1,540,112"	"1,560,034"	"1,584,968"	"1,606,710"	"1,627,077"	"1,641,823"	"1,659,749"	"1,674,317"	"1,692,896"	"1,708,631"	"1,726,359"	"1,741,738"	"1,754,042"	"1,768,465"	"1,781,891"	"1,797,458"	"1,812,045"	"1,829,202"	"1,844,791"	"1,859,722"	"1,872,653"	"1,889,628"	"1,902,285"	"1,919,439"	"1,932,647"	"1,946,347"	"1,965,358"	"1,981,220"	"1,991,347"	"2,004,328"	"2,024,170"	"2,039,189"	"2,053,334"	"2,064,083"	"2,079,645"	"2,093,226"	"2,108,919"	"2,120,841"	"2,133,364"	"2,149,715"	"2,167,771"	"2,180,128"	"2,200,759"	"2,217,300"	"2,237,834"	"2,258,051"	"2,276,479"	"2,300,229"	"2,321,951"	"2,336,930"	"2,354,748"	"2,374,152"	"2,391,398"	"2,409,025"	"2,428,798"	"2,449,571"	"2,473,141"	"2,496,850"	"2,518,251"	"2,537,574"	"2,558,987"	"2,585,760"	"2,614,058"	"2,639,538"	"2,662,802"	"2,685,580"	"2,716,799"	"2,746,161"	"2,769,273"	"2,795,571"	"2,832,631"	"2,869,756"	"2,899,143"	"2,941,308"	"2,988,936"	"3,039,883"	"3,093,313"	"3,139,750"	"3,208,315"	"3,271,678"	"3,328,003"	"3,414,047"	"3,491,594"	"3,599,507"	"3,710,488"	"3,831,195"	"4,003,674"	"4,160,632"	"4,573,698"
Public Administration	"1,366,273"	"1,486,955"	"1,550,630"	"1,605,931"	"1,655,501"	"1,695,045"	"1,728,498"	"1,771,238"	"1,801,309"	"1,834,358"	"1,865,662"	"1,891,983"	"1,912,612"	"1,934,938"	"1,960,739"	"1,979,008"	"1,999,251"	"2,020,803"	"2,037,393"	"2,060,802"	"2,081,250"	"2,100,998"	"2,120,752"	"2,135,379"	"2,150,717"	"2,167,839"	"2,184,088"	"2,197,617"	"2,213,529"	"2,227,161"	"2,243,472"	"2,261,894"	"2,280,170"	"2,293,263"	"2,310,214"	"2,324,072"	"2,341,153"	"2,357,534"	"2,373,866"	"2,392,986"	"2,408,260"	"2,425,790"	"2,441,956"	"2,457,008"	"2,470,410"	"2,488,943"	"2,503,410"	"2,515,241"	"2,535,248"	"2,552,019"	"2,563,962"	"2,580,856"	"2,595,555"	"2,619,575"	"2,640,537"	"2,662,244"	"2,678,650"	"2,699,760"	"2,717,717"	"2,733,550"	"2,751,453"	"2,773,729"	"2,787,674"	"2,814,601"	"2,833,537"	"2,851,410"	"2,878,697"	"2,901,137"	"2,923,168"	"2,940,327"	"2,961,279"	"2,985,640"	"3,009,770"	"3,048,398"	"3,076,827"	"3,101,065"	"3,140,397"	"3,165,250"	"3,201,159"	"3,230,877"	"3,261,526"	"3,301,145"	"3,340,871"	"3,376,068"	"3,416,226"	"3,460,134"	"3,518,448"	"3,565,579"	"3,616,806"	"3,691,313"	"3,758,867"	"3,884,077"	"3,979,438"	"4,100,435"	"4,240,454"	"4,386,693"	"4,560,942"	"4,790,245"	"5,081,750"
Social Sciences (Other)	"1,137,622"	"1,221,086"	"1,278,673"	"1,326,141"	"1,371,250"	"1,399,413"	"1,427,072"	"1,449,699"	"1,478,702"	"1,504,699"	"1,530,575"	"1,549,816"	"1,572,300"	"1,588,840"	"1,610,430"	"1,625,340"	"1,639,888"	"1,654,326"	"1,674,357"	"1,690,838"	"1,706,011"	"1,722,083"	"1,734,852"	"1,747,356"	"1,765,303"	"1,780,310"	"1,800,170"	"1,813,203"	"1,828,020"	"1,844,585"	"1,858,052"	"1,873,407"	"1,889,556"	"1,905,459"	"1,919,698"	"1,932,189"	"1,940,964"	"1,953,803"	"1,965,138"	"1,977,456"	"1,989,695"	"2,004,171"	"2,019,749"	"2,034,486"	"2,050,914"	"2,064,491"	"2,078,577"	"2,092,826"	"2,108,639"	"2,119,314"	"2,136,804"	"2,153,296"	"2,164,345"	"2,178,985"	"2,195,552"	"2,211,507"	"2,223,834"	"2,243,130"	"2,262,299"	"2,282,340"	"2,302,221"	"2,320,486"	"2,337,244"	"2,357,169"	"2,376,794"	"2,397,775"	"2,418,327"	"2,432,204"	"2,452,568"	"2,473,607"	"2,492,644"	"2,521,645"	"2,547,786"	"2,569,055"	"2,586,626"	"2,615,639"	"2,637,567"	"2,659,595"	"2,693,239"	"2,719,440"	"2,744,976"	"2,780,608"	"2,809,643"	"2,842,830"	"2,875,792"	"2,914,659"	"2,961,410"	"3,000,216"	"3,046,686"	"3,106,440"	"3,165,011"	"3,234,215"	"3,313,055"	"3,414,447"	"3,499,790"	"3,593,628"	"3,743,075"	"3,979,983"	"4,299,436"
